Day	Month_	Year	Exp_day	Phase	Site	Genus	Species	ID_number	infection_tube	SVL	Tail	Mass	Regen_Tail	Skin_Scrapes	Treatment	Incubator_number	Shelf_number	Swab_ID	Census	Bd_hist	Bsal_hist	Specimen_ID	Bd_load	Bsal_load	Repeat1_Bd	Repeat1_Bsal	DoubleBd	DoubleBsal	DoubleBd_repeat	DoubleBsal_repeat	Bsal	Bd	Bd_load_t_min_1
25	6	2015	3	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.82	NA	NA	C	6	1	282	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
29	6	2015	7	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.83	NA	NA	C	6	1	381	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
2	7	2015	10	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.81	NA	NA	C	6	1	481	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
6	7	2015	14	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	576	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	671	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	7	2015	21	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.76	NA	NA	C	6	1	766	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	857	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.73	NA	NA	C	6	1	944	0	NA	NA	NA	0	7.373307535	NA	NA	NA	NA	NA	NA	7.373307535	0	0
24	7	2015	32	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1031	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	7	2015	35	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.82	NA	NA	C	6	1	1118	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	7	2015	38	1	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1204	0	NA	NA	NA	7.403153639	0	NA	NA	NA	NA	NA	NA	0	7.403153639	0
10	8	2015	49	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.99	NA	NA	C	6	1	1290	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	7.403153639
13	8	2015	52	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1375	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
17	8	2015	56	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	1.01	NA	NA	C	6	1	1458	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	8	2015	59	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1510	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	8	2015	63	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.87	NA	NA	C	6	1	1592	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1674	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.95	NA	NA	C	6	1	1756	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	9	2015	73	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	1838	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	0.91	NA	NA	C	6	1	1920	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	2002	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
14	9	2015	84	2	WTM	Desmognathus	organi	9	1_small	37.3	NA	NA	NA	NA	C	6	1	NA	1	NA	NA	2433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	WTM	Desmognathus	organi	9	NA	37.3	39.3	1.01	N	N	NA	NA	NA	44	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Notophtalamus	viridescens	9	51_small	42.6	NA	NA	NA	NA	I	3	3	200	0	NA	NA	NA	400.5772316	0	NA	NA	NA	NA	NA	NA	0	400.5772316	NA
26	6	2015	4	1	BT_Lake	Notophtalamus	viridescens	9	51_small	42.6	NA	2.32	NA	NA	I	3	3	300	0	NA	NA	NA	95594.8888	0	NA	NA	NA	NA	NA	NA	0	95594.8888	400.5772316
30	6	2015	8	1	BT_Lake	Notophtalamus	viridescens	9	51_small	42.6	NA	1.85	NA	NA	I	3	3	399	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	95594.8888
3	7	2015	11	1	BT_Lake	Notophtalamus	viridescens	9	51_small	42.6	NA	1.77	NA	NA	I	3	3	496	0	NA	NA	NA	219597.5765	57010.85678	NA	NA	NA	NA	NA	NA	57010.85678	219597.5765	0
7	7	2015	15	1	BT_Lake	Notophtalamus	viridescens	9	51_small	42.6	NA	1.84	NA	NA	I	3	3	591	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	219597.5765
9	7	2015	17	1	BT_Lake	Notophtalamus	viridescens	9	NA	42.6	NA	NA	NA	NA	I	NA	NA	NA	1	NA	NA	2487	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
7	6	2015	NA	1	BT_Lake	Notophtalamus	viridescens	9	NA	42.6	48.4	2.82	N	N	NA	NA	NA	101	0	NA	NA	NA	114.99	0	NA	NA	NA	NA	NA	NA	0	114.99	NA
22	6	2015	0	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	114	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.93	NA	NA	I	1	2	213	0	NA	NA	NA	0	58.55760911	NA	NA	NA	NA	NA	NA	58.55760911	0	0
30	6	2015	8	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.94	NA	NA	I	1	2	312	0	NA	NA	NA	0	221.8251132	NA	NA	NA	NA	NA	NA	221.8251132	0	0
3	7	2015	11	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.91	NA	NA	I	1	2	412	0	NA	NA	NA	0	234.866375	NA	NA	NA	NA	NA	NA	234.866375	0	0
7	7	2015	15	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.95	NA	NA	I	1	2	507	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	602	0	NA	NA	NA	1.20454654	938.357896	NA	NA	NA	NA	NA	NA	938.357896	1.20454654	0
15	7	2015	23	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.94	NA	NA	I	1	2	697	0	NA	NA	NA	4.618800001	673.2345392	NA	NA	NA	NA	NA	NA	673.2345392	4.618800001	1.20454654
16	7	2015	24	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	788	0	NA	NA	NA	0	756.7404506	NA	NA	NA	NA	NA	NA	756.7404506	0	4.618800001
20	7	2015	28	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.85	NA	NA	I	1	2	875	0	NA	NA	NA	0	8619.41342	NA	NA	NA	NA	NA	NA	8619.41342	0	0
24	7	2015	32	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	962	0	NA	NA	NA	0	4069.872453	NA	NA	NA	NA	NA	NA	4069.872453	0	0
28	7	2015	36	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.9	NA	NA	I	1	2	1049	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	1135	0	NA	NA	NA	0	950.2016757	NA	NA	NA	NA	NA	NA	950.2016757	0	0
10	8	2015	49	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.89	NA	NA	I	1	2	1221	0	NA	NA	NA	0	393.1257631	NA	NA	NA	NA	NA	NA	393.1257631	0	0
13	8	2015	52	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	1306	0	NA	NA	NA	0	139.2555068	NA	NA	NA	NA	NA	NA	139.2555068	0	0
18	8	2015	57	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.82	NA	NA	I	1	2	1391	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	1515	0	NA	NA	NA	0	331.0781258	NA	NA	NA	NA	NA	NA	331.0781258	0	0
25	8	2015	64	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.83	NA	NA	I	1	2	1597	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	1679	0	NA	NA	NA	0	381.7757759	NA	NA	NA	NA	NA	NA	381.7757759	0	0
1	9	2015	71	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.76	NA	NA	I	1	2	1761	0	NA	NA	NA	0	268.9902125	NA	NA	NA	NA	NA	NA	268.9902125	0	0
4	9	2015	74	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	1843	0	NA	NA	NA	0	4242.777356	NA	NA	NA	NA	NA	NA	4242.777356	0	0
8	9	2015	78	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	0.81	NA	NA	I	1	2	1925	0	NA	NA	NA	0	19.80148117	NA	NA	NA	NA	NA	NA	19.80148117	0	0
11	9	2015	81	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	2007	0	NA	NA	NA	0	284.9233889	0	178.5036744	0	4138.403569	0	1460.42399	4138.403569	0	0
16	9	2015	86	2	WTM	Plethodon	cinereus	9	27_small	36.2	NA	NA	NA	NA	I	1	2	NA	1	NA	NA	2444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	WTM	Plethodon	cinereus	9	NA	36.2	35.3	1.06	N	N	NA	NA	NA	70	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	141	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	7.48	NA	NA	I	3	2	226	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	7.12	NA	NA	I	3	2	325	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	7.07	NA	NA	I	3	2	425	0	NA	NA	NA	3.145675278	7.281322422	NA	NA	NA	NA	NA	NA	7.281322422	3.145675278	0
7	7	2015	15	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	7.54	NA	NA	I	3	2	520	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	3.145675278
9	7	2015	17	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	615	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	7.18	NA	NA	I	3	2	710	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	801	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.84	NA	NA	I	3	2	888	0	NA	NA	NA	0	8.232397659	NA	NA	NA	NA	NA	NA	8.232397659	0	0
24	7	2015	32	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	975	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.87	NA	NA	I	3	2	1062	0	NA	NA	NA	0	16.7000622	NA	NA	NA	NA	NA	NA	16.7000622	0	0
31	7	2015	39	1	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	1148	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.7	NA	NA	I	3	2	1234	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	1319	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.92	NA	NA	I	3	2	1404	0	NA	NA	NA	0	14.31924778	NA	NA	NA	NA	NA	NA	14.31924778	0	0
21	8	2015	60	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	1522	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.68	NA	NA	I	3	2	1604	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	1686	0	NA	NA	NA	0	2.560157712	NA	NA	NA	NA	NA	NA	2.560157712	0	0
1	9	2015	71	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.58	NA	NA	I	3	2	1768	0	NA	NA	NA	0	61.85779707	NA	NA	NA	NA	NA	NA	61.85779707	0	0
4	9	2015	74	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	1850	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	6.77	NA	NA	I	3	2	1932	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	2014	0	NA	NA	NA	0	9.809857206	0	0	0	17.03740034	0	0	17.03740034	0	0
16	9	2015	86	2	MRHQ	Plethodon	cylindraceus	9	19_large	64.4	NA	NA	NA	NA	I	3	2	NA	1	NA	NA	2459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	MRHQ	Plethodon	cylindraceus	9	NA	64.4	NA	4.32	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	6	2015	0	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	156	0	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	0	8	NA
25	6	2015	3	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.74	NA	NA	I	5	2	254	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	8
29	6	2015	7	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.72	NA	NA	I	5	2	353	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
2	7	2015	10	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.64	NA	NA	I	5	2	453	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
6	7	2015	14	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.46	NA	NA	I	5	2	548	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	643	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	7	2015	21	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.52	NA	NA	I	5	2	738	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	829	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.45	NA	NA	I	5	2	916	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1003	0	NA	NA	NA	0	15.40172223	NA	NA	NA	NA	NA	NA	15.40172223	0	0
27	7	2015	35	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.19	NA	NA	I	5	2	1090	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	7	2015	38	1	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1176	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.38	NA	NA	I	5	2	1262	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1347	0	NA	NA	NA	0	19.10622459	NA	NA	NA	NA	NA	NA	19.10622459	0	0
17	8	2015	56	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.31	NA	NA	I	5	2	1432	0	NA	NA	NA	0	11.68300025	NA	NA	NA	NA	NA	NA	11.68300025	0	0
20	8	2015	59	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1493	0	NA	NA	NA	0	2.97089228	NA	NA	NA	NA	NA	NA	2.97089228	0	0
24	8	2015	63	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.19	NA	NA	I	5	2	1575	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1657	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.23	NA	NA	I	5	2	1739	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	9	2015	73	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1821	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	2.17	NA	NA	I	5	2	1903	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	1985	0	NA	NA	NA	0	0	NA	NA	0	1.615238715	0	0	1.615238715	0	0
14	9	2015	84	2	RIM	Plethodon	glutinosus	9	26_large	54.8	NA	NA	NA	NA	I	5	2	NA	1	NA	NA	2432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Plethodon	glutinosus	9	NA	54.8	33.9	2.61	Y	N	NA	NA	NA	18	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	I	4	3	126	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
25	6	2015	3	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.89	NA	NA	I	4	3	267	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
29	6	2015	7	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.91	NA	NA	I	4	3	366	0	NA	NA	NA	0	40.27634672	NA	NA	NA	NA	NA	NA	40.27634672	0	0
2	7	2015	10	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.91	NA	NA	I	4	3	466	0	NA	NA	NA	0	88.9812481	NA	NA	NA	NA	NA	NA	88.9812481	0	0
6	7	2015	14	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.83	NA	NA	I	4	3	561	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	I	4	3	656	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	7	2015	21	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.77	NA	NA	I	4	3	751	0	NA	NA	NA	0	349.8211653	NA	NA	NA	NA	NA	NA	349.8211653	0	0
16	7	2015	24	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	I	4	3	842	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.83	NA	NA	I	4	3	929	0	NA	NA	NA	0	13.58124461	NA	NA	NA	NA	NA	NA	13.58124461	0	0
24	7	2015	32	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	I	4	3	1016	0	NA	NA	NA	0	13.89241832	NA	NA	NA	NA	NA	NA	13.89241832	0	0
27	7	2015	35	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.75	NA	NA	I	4	3	1103	0	NA	NA	NA	0	482.9912976	NA	NA	NA	NA	NA	NA	482.9912976	0	0
30	7	2015	38	1	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	I	4	3	1189	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	2.02	NA	NA	D	4	3	1275	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	1360	0	NA	NA	NA	0	3977.242868	NA	NA	NA	NA	NA	NA	3977.242868	0	0
17	8	2015	56	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	2.16	NA	NA	D	4	3	1444	0	NA	NA	NA	2.778139459	636.3876916	NA	NA	NA	NA	NA	NA	636.3876916	2.778139459	0
20	8	2015	59	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	1503	0	NA	NA	NA	0	6.30487514	NA	NA	NA	NA	NA	NA	6.30487514	0	2.778139459
24	8	2015	63	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.9	NA	NA	D	4	3	1585	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	1667	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.87	NA	NA	D	4	3	1749	0	NA	NA	NA	0	31.41182962	NA	NA	NA	NA	NA	NA	31.41182962	0	0
3	9	2015	73	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	1831	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	1.76	NA	NA	D	4	3	1913	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	1995	0	NA	NA	NA	0	0	NA	NA	0	1169.545022	0	594.5741913	1169.545022	0	0
14	9	2015	84	2	BT_Lake	Plethodon	montanus	9	29_large	56.7	NA	NA	NA	NA	D	4	3	NA	1	NA	NA	2417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	BT_Lake	Plethodon	montanus	9	NA	56.7	47.8	2.02	N	N	NA	NA	NA	65	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	NA	NA	NA	I	4	2	186	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.56	NA	NA	I	4	2	241	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.48	NA	NA	I	4	2	340	0	NA	NA	NA	0	1989.840922	NA	NA	NA	NA	NA	NA	1989.840922	0	0
3	7	2015	11	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.55	NA	NA	I	4	2	440	0	NA	NA	NA	0	5982.681475	NA	NA	NA	NA	NA	NA	5982.681475	0	0
7	7	2015	15	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.52	NA	NA	I	4	2	535	0	NA	NA	NA	0	1290.523522	NA	NA	NA	NA	NA	NA	1290.523522	0	0
9	7	2015	17	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	NA	NA	NA	I	4	2	630	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.64	NA	NA	I	4	2	725	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	NA	NA	NA	I	4	2	816	0	NA	NA	NA	0	10.16304293	NA	NA	NA	NA	NA	NA	10.16304293	0	0
20	7	2015	28	1	BT_Lake	Desmognathus	fuscus	10	33_small	32	NA	0.62	NA	NA	I	4	2	903	0	NA	NA	NA	0	1689.580462	NA	NA	NA	NA	NA	NA	1689.580462	0	0
